Group,Generation,cat,gvNormUnres1,gvNormUnres2,scenario,rep,trait,strategy
import,12,pb,3.2268353319100003,3.7066155478500002,0_100,0,2,ClassGen
import,13,pb,4.04950139106,4.39701732365,0_100,0,2,ClassGen
import,14,pb,2.8865166096499997,3.63040804934,0_100,0,2,ClassGen
import,15,pb,2.9066101253500003,3.2891460769499994,0_100,0,2,ClassGen
import,16,pb,3.0578055481699997,3.77787706327,0_100,0,2,ClassGen
import,17,pb,4.0304624259,4.28279533472,0_100,0,2,ClassGen
import,18,pb,3.7737142819599994,4.39407521796,0_100,0,2,ClassGen
import,19,pb,3.97029685106,4.5851672605000005,0_100,0,2,ClassGen
import,20,pb,3.7690451906,3.945950119190001,0_100,0,2,ClassGen
import,21,pb,4.60290216348,5.22963014712,0_100,0,2,ClassGen
import,22,pb,4.60451899219,5.715564115009999,0_100,0,2,ClassGen
import,23,pb,4.6720699393,5.485277888729999,0_100,0,2,ClassGen
import,24,pb,4.94052957519,5.53609369878,0_100,0,2,ClassGen
import,25,gpb,4.421777510152941,5.162880332705884,0_100,0,2,ClassGen
import,26,gpb,4.523650144936363,4.850136298209092,0_100,0,2,ClassGen
import,27,gpb,4.560168472335294,5.264215024676471,0_100,0,2,ClassGen
import,28,gpb,5.154090796166666,5.7574174061133325,0_100,0,2,ClassGen
import,29,gpb,4.7729031556666675,5.490780538326666,0_100,0,2,ClassGen
import,30,gpb,4.594978847633333,5.67178268882,0_100,0,2,ClassGen
import,31,gpb,5.961252851640001,6.881276938086668,0_100,0,2,ClassGen
import,32,gpb,6.871343871506667,7.508643316480001,0_100,0,2,ClassGen
import,33,gpb,7.2131563834,7.795924527020001,0_100,0,2,ClassGen
import,34,gpb,7.098864590186668,7.9758249187866666,0_100,0,2,ClassGen
import,35,gpb,7.4951856108733335,8.419504079993334,0_100,0,2,ClassGen
import,36,gpb,8.308117371953335,9.045336393180001,0_100,0,2,ClassGen
import,37,gpb,8.709083611446667,9.621194218066668,0_100,0,2,ClassGen
import,38,gpb,8.161638365413333,9.059419186940001,0_100,0,2,ClassGen
import,39,gpb,9.019714400646667,10.078843977726667,0_100,0,2,ClassGen
import,40,gpb,9.555663655733332,10.046933453626666,0_100,0,2,ClassGen
import,41,gpb,9.838700116139998,10.926170015813334,0_100,0,2,ClassGen
import,42,gpb,9.694699134466667,10.72320789594,0_100,0,2,ClassGen
import,43,gpb,10.949942014553335,11.836970169986667,0_100,0,2,ClassGen
import,44,gpb,10.765561200366665,11.622583791219999,0_100,0,2,ClassGen
import,45,gpb,11.304067861560002,12.271036590633333,0_100,0,2,ClassGen
import,46,gpb,11.403537046773332,12.609679269933334,0_100,0,2,ClassGen
import,47,gpb,11.912905608746666,13.205078618733333,0_100,0,2,ClassGen
import,48,gpb,12.57307080721333,13.415443373993334,0_100,0,2,ClassGen
home,11,pb,1.45788240595,1.5151004170750002,10_10,0,2,GenGen
home,12,pb,2.507284191625,2.227452439875,10_10,0,2,GenGen
home,13,pb,3.2002776254,2.8174824862000003,10_10,0,2,GenGen
home,14,pb,2.067566230875,1.15071146295,10_10,0,2,GenGen
